post_id,status,title,url,old_categories,old_tags,old_category_actions,suggested_new_primary_category,suggested_new_subcategory,suggested_new_category_path,action,notes,manual_review_reasons
12620,publish,"GENIUS Act Awaits Trump Signature, Crypto Market Awaits Impact",https://tokentopnews.com/genius-act-trump-crypto-regulation/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
12787,publish,GENIUS Act Bans Yield on Stablecoins in the U.S.,https://tokentopnews.com/genius-act-yield-stablecoins-impact/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
11350,publish,GENIUS Act Enhances U.S. Stablecoin Market Regulations,https://tokentopnews.com/genius-act-stablecoin-regulation-bitcoin-boost/,Crypto Regulation,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
12043,publish,"GENIUS Act Passes Senate, Reinforces Stablecoin Protections",https://tokentopnews.com/genius-act-senate-stablecoin-protections/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
9803,publish,Geopolitical Tensions Potentially Impact Ethereum and Solana Markets,https://tokentopnews.com/geopolitical-tensions-impact-ethereum-solana-markets/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
2731,publish,Germany Considers Recalling Gold Reserves from U.S. Storage,https://tokentopnews.com/germany-withdraw-gold-us-storage/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
11939,publish,Germany's NRW.BANK Issues €100 Million Bond on Polygon,https://tokentopnews.com/nrw-bank-blockchain-bond-polygon/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
13786,publish,Germany’s AllUnity Introduces Regulated Euro Stablecoin EURAU,https://tokentopnews.com/allunity-launches-bafin-euro-stablecoin-eurau/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
19124,publish,"GIGGLE Market Cap Surpasses $140 Million, Reaches All-Time High",https://tokentopnews.com/giggle-market-cap-breaks-record/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
11323,publish,Global Corporations Boost Bitcoin Holdings in 2025,https://tokentopnews.com/global-corporations-increase-cryptocurrency-holdings-2025/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
6017,publish,Global Dollar Network Expands with 19 New Members,https://tokentopnews.com/global-dollar-network-new-members/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
15275,publish,Global Reform Sought for Bank Crypto Regulation,https://tokentopnews.com/global-crypto-regulation-reform-for-banks/,Crypto Regulation,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
5784,publish,GOAT Token Price Surge to New Highs Amid Bullish Trends,https://tokentopnews.com/goat-token-price-surge-bullish-trends/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
18006,publish,Gold ETFs Surpass Bitcoin with Record 2025 Inflows,https://tokentopnews.com/gold-etfs-surpass-bitcoin-2025-inflows/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
19585,publish,"Gold Price Surges Above $4,100 Amid US-China Tensions",https://tokentopnews.com/spot-gold-surges-4100-us-china-tensions/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
7533,publish,Gold Prices Drop Amid Bullish Long-Term Predictions,https://tokentopnews.com/gold-prices-drop-bullish-outlook-2025/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
16964,publish,"Gold Reaches $3,650 Amid Central Banks' Strategic Acquisitions",https://tokentopnews.com/gold-central-banks-purchase-increase/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
10979,publish,Gold Reaches Significant Semiannual Price Increase,https://tokentopnews.com/gold-semiannual-price-rise-2007/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
28230,publish,"Gold reclaims $5,250 as central bank buying, real rates eyed",https://tokentopnews.com/gold-reclaims-5250-as-central-bank-buying-real-rates-eyed/,Cryptocurrency News,Argo Blockchain,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
4800,publish,Goldman Sachs Adjusts Fed Rate Cut Timeline to 2025,https://tokentopnews.com/goldman-sachs-fed-rate-cut-2025/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
3103,publish,Goldman Sachs CEO Supports Trump's Trade Policy Adjustments,https://tokentopnews.com/goldman-sachs-ceo-supports-trump-trade-policy/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
13138,publish,Goldman Sachs Forecasts Fed Rate Hold; Eyes September Cuts,https://tokentopnews.com/goldman-sachs-fed-rate-forecast/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
21702,publish,Goldman Sachs Highlights Crypto's 1% Global Portfolio Share,https://tokentopnews.com/goldman-sachs-crypto-investment-portfolio/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
1493,publish,Goldman Sachs invests in crypto industry,https://tokentopnews.com/goldman-sachs-invests-in-crypto-industry/,Cryptocurrency News,Cryptocurrencies | FTX | Goldman Sachs | Terra (LUNA),Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
15126,publish,Goldman Sachs Predicts Fed Rate Cuts in 2025,https://tokentopnews.com/goldman-sachs-fed-rate-cuts-2025/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
11660,publish,Goldman Sachs Predicts Fed to Cut Rates by September,https://tokentopnews.com/goldman-sachs-fed-rate-cut-september/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
17570,publish,Goldman Sachs Predicts Multiple Fed Rate Cuts in 2025,https://tokentopnews.com/goldman-sachs-2025-fed-rate-cuts/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
20466,publish,Goldman Sachs Projects September CPI Increase,https://tokentopnews.com/goldman-sachs-september-cpi-forecast/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
5129,publish,Goldman Sachs Ups Gold Price Forecast to $3700,https://tokentopnews.com/goldman-sachs-raises-gold-price-forecast/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
7591,publish,GoMining Introduces Bitcoin Knowledge Reality Show,https://tokentopnews.com/gomining-bitcoin-knowledge-reality-show-2025/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
17525,publish,GOPAX to List UXLINK for South Korean Traders,https://tokentopnews.com/gopax-listing-uxlink-impact-south-korea/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
9028,publish,GoPlus Security Achieves 97% Interception Rate on BNB Chain,https://tokentopnews.com/goplus-bnb-chain-interception-rate/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
4864,publish,GORK Coin Surges Amidst Viral Social Media Hype,https://tokentopnews.com/gork-coin-surges-social-media-hype/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
4876,publish,GORK Meme Coin's Market Cap Details Clarified,https://tokentopnews.com/gork-meme-coin-market-cap-clarified/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
7993,publish,Gracy Chen Discusses Crypto Growth and Bitget's Asia Plans,https://tokentopnews.com/gracy-chen-bitget-crypto-asia-expansion/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
11800,publish,"Grayscale Adds Hedera HBAR, Drops Polkadot from Fund",https://tokentopnews.com/grayscale-adds-hedera-hbar-polkadot/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
11977,publish,Grayscale Adds Ondo Token to DeFi Fund,https://tokentopnews.com/grayscale-ondo-token-defi-fund-addition/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
12355,publish,Grayscale Confidentially Files for US IPO with SEC,https://tokentopnews.com/grayscale-confidential-us-ipo-filing-sec/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
27003,publish,Grayscale Distributes $9.4M in Ethereum Staking Rewards,https://tokentopnews.com/grayscale-ethereum-staking-rewards-distribution/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
25906,publish,Grayscale Files for First U.S. Bittensor ETP,https://tokentopnews.com/grayscale-files-bittensor-etp-us-launch/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
747,publish,Grayscale Files with US SEC to Convert GBTC Into Bitcoin Spot ETF,https://tokentopnews.com/grayscale-files-with-us-sec-to-convert-gbtc-into-bitcoin-spot-etf/,Cryptocurrency News,Bitcoin (BTC) | Bitcoin ETF | cryptocurrency | Grayscale | SEC,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
25896,publish,Grayscale Foresees Crypto Regulation Shaping 2026 Markets,https://tokentopnews.com/grayscale-predicts-crypto-regulation-2026-markets/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
13798,publish,Grayscale Introduces Story Trust for IP Token Investment,https://tokentopnews.com/grayscale-story-trust-ip-token-investment/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
187,publish,Grayscale launches a new DeFi fund dominated by Uniswap,https://tokentopnews.com/grayscale-launches-a-new-defi-fund-dominated-by-uniswap/,Cryptocurrency News,Aave (AAVE) | BNY Mellon bank | CoinDesk | Cryptocurrencies | cryptocurrency | DeFi | Grayscale | SushiSwap (SUSHI) | Uniswap,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
7640,publish,Grayscale Launches Decentralized AI Crypto Fund,https://tokentopnews.com/grayscale-decentralized-ai-crypto-fund-launch/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
24096,publish,"Grayscale Launches Dogecoin, XRP ETFs Amid Market Shifts",https://tokentopnews.com/grayscale-launches-dogecoin-xrp-etfs/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
12315,publish,Grayscale Submits Confidential IPO Registration to SEC,https://tokentopnews.com/grayscale-confidential-ipo-sec-filing/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
24056,publish,"Grayscale's Dogecoin, XRP Trusts Launched on NYSE Arca",https://tokentopnews.com/grayscale-dogecoin-xrp-trust-etfs-launch/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
8404,publish,Greeks.Live Sees Cautious Long-Term Bitcoin Growth,https://tokentopnews.com/greeks-live-bitcoin-institutional-growth/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
20468,publish,Greenlane Initiates $110M Berachain Treasury Strategy,https://tokentopnews.com/greenlane-bera-treasury-110m-strategy/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
17644,publish,GRVT Raises $19M in Series A Funding Led by ZKsync,https://tokentopnews.com/grvt-raises-19m-series-a-zksync/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
23952,publish,GSR Enhances Crypto Trading Platform for Institutional Control,https://tokentopnews.com/gsr-enhances-crypto-trading-platform/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
10583,publish,Guotai Junan Gains Virtual Asset License in Hong Kong,https://tokentopnews.com/guotai-junan-hong-kong-crypto-license/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
10403,publish,Guotai Junan International Granted Crypto Trading License,https://tokentopnews.com/guotai-junan-crypto-trading-license-hong-kong/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
11867,publish,H100 Group Acquires $5M in Bitcoin,https://tokentopnews.com/h100-group-bitcoin-acquisition/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
11824,publish,H100 Group Expands Bitcoin Holdings to 294.5 BTC,https://tokentopnews.com/h100-group-boosts-bitcoin-holdings-2025/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
26809,publish,Hacked Crypto Projects Face Permanent Trust Fallout,https://tokentopnews.com/hacked-crypto-projects-trust-loss/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
8780,publish,Hacked Post Claims Bitcoin Legal in Paraguay,https://tokentopnews.com/paraguay-bitcoin-legal-tender-hoax/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
7064,publish,Hackers Exploit Fake Ledger App to Steal Crypto,https://tokentopnews.com/hackers-exploit-fake-ledger-crypto-theft/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
11943,publish,Hainan Huatie Invests in XMeta Digital Exchange,https://tokentopnews.com/hainan-huatie-invests-xmeta-exchange/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
14341,publish,Harvard's Investment in Bitcoin ETF Surpasses Google Holdings,https://tokentopnews.com/harvard-investment-bitcoin-etf-google/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
25683,publish,HashKey Capital's New Blockchain Fund Secures $250 Million,https://tokentopnews.com/hashkey-capital-250m-blockchain-fund/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
21487,publish,HBAR Consolidation Amid Volume Surge Raises Questions,https://tokentopnews.com/hbar-consolidation-volume-surge/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
25130,publish,Hedera Experiences 5% Decline Amid Altcoin Weakness,https://tokentopnews.com/hedera-price-drop-altcoin-market/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
18865,publish,Hedera Hashgraph’s HBAR Faces 3.6% Price Decline,https://tokentopnews.com/hedera-hashgraph-hbar-price-decline/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
9514,publish,Hedge Funds Increase Bitcoin Holdings with Strategic Purchases,https://tokentopnews.com/hedge-funds-bitcoin-purchases-june-2025/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
20478,publish,"Helium Initiates HNT Buyback, Explores Treasury Business",https://tokentopnews.com/helium-hnt-buyback-treasury-business/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
17970,publish,"Heritage Distilling Rebrands as IP Strategy, Targets Blockchain IP",https://tokentopnews.com/heritage-distilling-ip-strategy-rebrand/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
6415,publish,"Heritage Distilling to Accept Bitcoin, Holds Crypto Assets",https://tokentopnews.com/heritage-distilling-embraces-cryptocurrency/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
14497,publish,Heritage Distilling to Create $360M Crypto Reserve,https://tokentopnews.com/heritage-distilling-360m-crypto-reserve/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
11612,publish,Hilbert Group Secures $21 Million for Crypto Strategy,https://tokentopnews.com/hilbert-group-secures-21-million-funding/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
24198,publish,Historic BTC Movement by Long-Term Holders Sparks Market Reactions,https://tokentopnews.com/historic-btc-shift-long-term-holders/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
11115,publish,Hong Kong Advances Stablecoin Regulatory Framework with HKMA Leadership,https://tokentopnews.com/hong-kong-stablecoin-regulatory-framework/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
21144,publish,Hong Kong Approves Initial Solana ETF for Hong Kong Stock Exchange,https://tokentopnews.com/hong-kong-approves-solana-etf-listing/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
16630,publish,Hong Kong Considers Renminbi Stablecoin Amid Institutional Interest,https://tokentopnews.com/hong-kong-renminbi-stablecoin-institutional-interest/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
9992,publish,Hong Kong Enacts Stablecoin Law to Enhance Regulation,https://tokentopnews.com/hong-kong-stablecoin-regulation-rmb-law/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
9881,publish,Hong Kong Enacts Stablecoin Ordinance to Boost Digital Payments,https://tokentopnews.com/hong-kong-stablecoin-ordinance-digital-payments/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
11557,publish,Hong Kong Expands ETP Market to Include Digital Assets,https://tokentopnews.com/hong-kong-expands-etp-digital-assets/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
7852,publish,Hong Kong Implements Stablecoin Regulation Law,https://tokentopnews.com/hong-kong-stablecoin-regulation-2025/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
8636,publish,"Hong Kong Pilots BTC, ETH Derivatives for Pro Investors",https://tokentopnews.com/hong-kong-btc-eth-derivatives-pilot/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
10965,publish,Hong Kong Pioneers Regulated Stablecoin Regime,https://tokentopnews.com/hong-kong-pioneers-stablecoin-regulation-2025/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
11718,publish,Hong Kong Stablecoin Stocks Surge Amid Regulatory Moves,https://tokentopnews.com/hong-kong-stablecoin-stocks-soar/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
11596,publish,Hong Kong to Issue Stablecoin Licenses by Year-End,https://tokentopnews.com/hong-kong-stablecoin-licenses-2023/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
14245,publish,Hong Kong's IBSHL Forms Crypto Asset Joint Venture,https://tokentopnews.com/hong-kong-ibshl-crypto-joint-venture/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
16155,publish,Hong Kong's Regulatory Efforts Propel Virtual Asset Market,https://tokentopnews.com/hong-kong-virtual-asset-hub-regulation/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
23294,publish,"Hourglass Completes Stablecoin Deposit Phase 2, Announces Allocation Plan",https://tokentopnews.com/hourglass-stablecoin-deposit-phase-allocation/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
22783,publish,Hourglass Sets KYC Deadline for Stable Deposit Vault Users,https://tokentopnews.com/hourglass-kyc-deadline-stable-deposit-vault/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
26741,publish,House Democrats Criticize SEC Over Crypto Case Dismissals,https://tokentopnews.com/democrats-criticize-sec-crypto-cases/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
20789,publish,How to Buy Crypto Presales Safely in 2025 (Step-by-Step Guide),https://tokentopnews.com/how-to-buy-crypto-presales-safely-in-2025-step-by-step-guide/,Learn Crypto,,Delete old category,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
11031,publish,HTX Analyzes Crypto Market Amid US Tariff Speculation,https://tokentopnews.com/htx-crypto-market-us-tariff-speculation/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
27537,publish,HTX faces FCA action over illegal UK promotions,https://tokentopnews.com/htx-faces-fca-action-over-illegal-uk-promotions/,Cryptocurrency News,Argo Blockchain,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
13550,publish,HTX Report: Trade Truce Elevates Crypto Market Confidence,https://tokentopnews.com/htx-trade-truce-crypto-confidence/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
27430,publish,HTX Transfers 300M USDT to Aave Lending Pool,https://tokentopnews.com/htx-300m-usdt-aave-transfer/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
13750,publish,HTX Ventures Analyzes Stablecoins' Global Payment Impact,https://tokentopnews.com/htx-ventures-stablecoins-global-payment-impact/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
7467,publish,Huma Finance Launches HUMA Airdrop and Token Listing,https://tokentopnews.com/huma-finance-airdrop-token-listing-binance/,Ripple,,Convert asset category to tag,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
5344,publish,Humanity Protocol Releases Testnet Beta for Community Engagement,https://tokentopnews.com/humanity-protocol-testnet-beta-launch/,Ripple,,Convert asset category to tag,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
22311,publish,Hut 8's Share Drop Signals Potential Buying Opportunity,https://tokentopnews.com/hut8-share-drop-buying-opportunity/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
25278,publish,Hut 8's Stock Soars After AI Infrastructure Partnership,https://tokentopnews.com/hut-8-ai-infrastructure-partnership/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
27066,publish,HYPE Token Surges Over 30% Due to Key Upgrades,https://tokentopnews.com/hype-token-surges-key-upgrades-market/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
8811,publish,HYPE Token Surges Past $40 Mark to Hit Record High,https://tokentopnews.com/hype-token-surpasses-40-all-time-high/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
13561,publish,Hyperion DeFi Sees 6.75% Stock Rise After HYPE Token Purchase,https://tokentopnews.com/hyperion-defi-hype-token-surge/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
14241,publish,Hyperion Initiates $100K Airdrop Reward Event,https://tokentopnews.com/hyperion-100k-airdrop-reward-event/,Ripple,,Convert asset category to tag,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
11923,publish,Hyperion Launches Tokenomics Model for Aptos DeFi Ecosystem,https://tokentopnews.com/hyperion-tokenomics-model-aptos-defi/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
13156,publish,Hyperliquid Surpasses $15.6 Billion in Trading Volume,https://tokentopnews.com/hyperliquid-trading-volume-exceeds-15-billion/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
8662,publish,Hyperliquid TVL Reaches $3.4B Amid Institutional Interest,https://tokentopnews.com/hyperliquid-tvl-3-4b-institutional/,Cryptocurrency News,,Reclassify,insights,institutional,insights/institutional,Reclassify,Institutional / treasury / fund signal,high-risk-target:insights/institutional
